state	district	crop	Variety	Year	Season	fhp
AP	EastGodavari	Chilly	Dry	2008-09	Kharif	5255
AP	EastGodavari	Chilly	Dry	2009-10	-	5363
AP	EastGodavari	Chilly	Dry	2009-10	Kharif	5881
AP	EastGodavari	Chilly	Dry	2009-10	Rabi	4751
AP	EastGodavari	Chilly	Dry	2010-11	-	7683
AP	EastGodavari	Chilly	Dry	2010-11	Kharif	7296
AP	EastGodavari	Chilly	Dry	2010-11	Rabi	7881
AP	EastGodavari	Cotton	-	2008-09	-	2388
AP	EastGodavari	Cotton	-	2008-09	Kharif	2388
AP	EastGodavari	Cotton	-	2009-10	-	2707
AP	EastGodavari	Cotton	-	2009-10	Kharif	2707
AP	EastGodavari	Cotton	-	2010-11	-	2826
AP	EastGodavari	Cotton	-	2010-11	Kharif	2826
AP	EastGodavari	Gram	-	2008-09	-	2277
AP	EastGodavari	Gram	-	2008-09	Rabi	2277
AP	EastGodavari	Gram	-	2009-10	-	2477
AP	EastGodavari	Gram	-	2009-10	Rabi	2477
AP	EastGodavari	Gram	-	2010-11	-	2971
AP	EastGodavari	Gram	-	2010-11	Rabi	2971
AP	EastGodavari	Ground Nut	-	2008-09	-	2332
AP	EastGodavari	Ground Nut	-	2008-09	Kharif	
AP	EastGodavari	Ground Nut	-	2008-09	Rabi	2332
AP	EastGodavari	Ground Nut	-	2009-10	-	2761
AP	EastGodavari	Ground Nut	-	2009-10	Kharif	
AP	EastGodavari	Ground Nut	-	2009-10	Rabi	2761
AP	EastGodavari	Ground Nut	-	2010-11	-	3028
AP	EastGodavari	Ground Nut	-	2010-11	Kharif	
AP	EastGodavari	Ground Nut	-	2010-11	Rabi	3028
AP	EastGodavari	Jowar	-	2008-09	-	860
AP	EastGodavari	Jowar	-	2008-09	Kharif	860
AP	EastGodavari	Jowar	-	2008-09	Rabi	
AP	EastGodavari	Jowar	-	2009-10	-	945
AP	EastGodavari	Jowar	-	2009-10	Kharif	898
AP	EastGodavari	Jowar	-	2009-10	Rabi	1179
AP	EastGodavari	Jowar	-	2010-11	-	1253
AP	EastGodavari	Jowar	-	2010-11	Kharif	1253
AP	EastGodavari	Jowar	-	2010-11	Rabi	
AP	EastGodavari	Maize	-	2008-09	-	851
AP	EastGodavari	Maize	-	2008-09	Kharif	841
AP	EastGodavari	Maize	-	2008-09	Rabi	852
AP	EastGodavari	Maize	-	2009-10	-	886
AP	EastGodavari	Maize	-	2009-10	Kharif	880
AP	EastGodavari	Maize	-	2009-10	Rabi	886
AP	EastGodavari	Maize	-	2010-11	-	1133
AP	EastGodavari	Maize	-	2010-11	Kharif	923
AP	EastGodavari	Maize	-	2010-11	Rabi	1138
AP	EastGodavari	Mesta	-	2008-09	-	1295
AP	EastGodavari	Mesta	-	2008-09	Kharif	1295
AP	EastGodavari	Mesta	-	2009-10	-	
AP	EastGodavari	Mesta	-	2009-10	Kharif	
AP	EastGodavari	Mesta	-	2010-11	-	
AP	EastGodavari	Mesta	-	2010-11	Kharif	
AP	EastGodavari	Paddy	-	2008-09	-	927
AP	EastGodavari	Paddy	-	2008-09	Kharif	938
AP	EastGodavari	Paddy	-	2008-09	Rabi	918
AP	EastGodavari	Paddy	-	2009-10	-	1083
AP	EastGodavari	Paddy	-	2009-10	Kharif	1043
AP	EastGodavari	Paddy	-	2009-10	Rabi	1138
AP	EastGodavari	Paddy	-	2010-11	-	1055
AP	EastGodavari	Paddy	-	2010-11	Kharif	1072
AP	EastGodavari	Paddy	-	2010-11	Rabi	1046
AP	EastGodavari	Ragi	-	2008-09	-	861
AP	EastGodavari	Ragi	-	2008-09	Kharif	797
AP	EastGodavari	Ragi	-	2008-09	Rabi	1030
AP	EastGodavari	Ragi	-	2009-10	-	992
AP	EastGodavari	Ragi	-	2009-10	Kharif	992
AP	EastGodavari	Ragi	-	2009-10	Rabi	
AP	EastGodavari	Ragi	-	2010-11	-	990
AP	EastGodavari	Ragi	-	2010-11	Kharif	990
AP	EastGodavari	Ragi	-	2010-11	Rabi	
AP	EastGodavari	Sesamum	-	2008-09	-	3047
AP	EastGodavari	Sesamum	-	2008-09	Kharif	2452
AP	EastGodavari	Sesamum	-	2008-09	Rabi	3525
AP	EastGodavari	Sesamum	-	2009-10	-	3554
AP	EastGodavari	Sesamum	-	2009-10	Kharif	3351
AP	EastGodavari	Sesamum	-	2009-10	Rabi	3681
AP	EastGodavari	Sesamum	-	2010-11	-	3678
AP	EastGodavari	Sesamum	-	2010-11	Kharif	3357
AP	EastGodavari	Sesamum	-	2010-11	Rabi	3887
AP	EastGodavari	Sugar Raw	-	2008-09	-	2385
AP	EastGodavari	Sugar Raw	-	2008-09	Kharif	2385
AP	EastGodavari	Sugar Raw	-	2009-10	-	3740
AP	EastGodavari	Sugar Raw	-	2009-10	Kharif	3740
AP	EastGodavari	Sugar Raw	-	2010-11	-	3415
AP	EastGodavari	Sugar Raw	-	2010-11	Kharif	3415
AP	EastGodavari	Tobacco	-	2008-09	-	11686
AP	EastGodavari	Tobacco	-	2008-09	Rabi	11686
AP	EastGodavari	Tobacco	-	2009-10	-	11982
AP	EastGodavari	Tobacco	-	2010-11	-	10045
AP	EastGodavari	Tobacco	-	2010-11	Rabi	10045
AP	EastGodavari	Tur Arhar	-	2008-09	-	3103
AP	EastGodavari	Tur Arhar	-	2008-09	Kharif	3103
AP	EastGodavari	Tur Arhar	-	2009-10	-	3657
AP	EastGodavari	Tur Arhar	-	2009-10	Kharif	3702
AP	EastGodavari	Tur Arhar	-	2009-10	Rabi	3616
AP	EastGodavari	Tur Arhar	-	2010-11	-	3013
AP	EastGodavari	Tur Arhar	-	2010-11	Kharif	3013
AP	EastGodavari	Tur Arhar	-	2010-11	Rabi	
AP	EastGodavari	Turmeric	-	2008-09	-	3816
AP	EastGodavari	Turmeric	-	2008-09	Kharif	3816
AP	EastGodavari	Turmeric	-	2009-10	-	13238
AP	EastGodavari	Turmeric	-	2009-10	Kharif	13238
AP	EastGodavari	Turmeric	-	2010-11	-	10653
AP	EastGodavari	Turmeric	-	2010-11	Kharif	10653
AP	Guntur	Bajra	-	2008-09	-	
AP	Guntur	Bajra	-	2008-09	Kharif	
AP	Guntur	Bajra	-	2008-09	Rabi	
AP	Guntur	Bajra	-	2009-10	-	820
AP	Guntur	Bajra	-	2009-10	Kharif	820
AP	Guntur	Bajra	-	2009-10	Rabi	
AP	Guntur	Bajra	-	2010-11	-	914
AP	Guntur	Bajra	-	2010-11	Kharif	918
AP	Guntur	Bajra	-	2010-11	Rabi	876
AP	Guntur	CasterSeed	-	2008-09	-	2308
AP	Guntur	CasterSeed	-	2008-09	Kharif	2308
AP	Guntur	CasterSeed	-	2009-10	-	2377
AP	Guntur	CasterSeed	-	2009-10	Kharif	2445
AP	Guntur	CasterSeed	-	2010-11	-	1920
AP	Guntur	CasterSeed	-	2010-11	Kharif	1925
AP	Guntur	CasterSeed	-	2010-11	Rabi	1852
AP	Guntur	Chilly	-	2008-09	Rabi	5037
AP	Guntur	Chilly	Dry	2008-09	-	4190
AP	Guntur	Chilly	Dry	2008-09	Kharif	4167
AP	Guntur	Chilly	Dry	2009-10	-	4213
AP	Guntur	Chilly	Dry	2009-10	Kharif	4190
AP	Guntur	Chilly	Dry	2009-10	Rabi	4608
AP	Guntur	Chilly	Dry	2010-11	-	7386
AP	Guntur	Chilly	Dry	2010-11	Kharif	7360
AP	Guntur	Chilly	Dry	2010-11	Rabi	7775
AP	Guntur	Cotton	-	2008-09	-	2694
AP	Guntur	Cotton	-	2008-09	Kharif	2694
AP	Guntur	Cotton	-	2009-10	-	2960
AP	Guntur	Cotton	-	2009-10	Kharif	2960
AP	Guntur	Cotton	-	2010-11	-	4720
AP	Guntur	Cotton	-	2010-11	Kharif	4720
AP	Guntur	Gram	-	2008-09	-	2277
AP	Guntur	Gram	-	2008-09	Rabi	2277
AP	Guntur	Gram	-	2009-10	-	2477
AP	Guntur	Gram	-	2009-10	Rabi	2477
AP	Guntur	Gram	-	2010-11	-	2971
AP	Guntur	Gram	-	2010-11	Rabi	2971
AP	Guntur	Ground Nut	-	2008-09	-	2707
AP	Guntur	Ground Nut	-	2008-09	Kharif	2731
AP	Guntur	Ground Nut	-	2008-09	Rabi	2706
AP	Guntur	Ground Nut	-	2009-10	-	2625
AP	Guntur	Ground Nut	-	2009-10	Kharif	2847
AP	Guntur	Ground Nut	-	2009-10	Rabi	2619
AP	Guntur	Ground Nut	-	2010-11	-	3628
AP	Guntur	Ground Nut	-	2010-11	Kharif	2220
AP	Guntur	Ground Nut	-	2010-11	Rabi	3676
AP	Guntur	Jowar	-	2008-09	-	837
AP	Guntur	Jowar	-	2008-09	Kharif	
AP	Guntur	Jowar	-	2008-09	Rabi	837
AP	Guntur	Jowar	-	2009-10	-	890
AP	Guntur	Jowar	-	2009-10	Kharif	898
AP	Guntur	Jowar	-	2009-10	Rabi	890
AP	Guntur	Jowar	-	2010-11	-	1543
AP	Guntur	Jowar	-	2010-11	Kharif	1764
AP	Guntur	Jowar	-	2010-11	Rabi	1542
AP	Guntur	Maize	-	2008-09	-	770
AP	Guntur	Maize	-	2008-09	Kharif	841
AP	Guntur	Maize	-	2008-09	Rabi	770
AP	Guntur	Maize	-	2009-10	-	952
AP	Guntur	Maize	-	2009-10	Kharif	803
AP	Guntur	Maize	-	2009-10	Rabi	953
AP	Guntur	Maize	-	2010-11	-	1144
AP	Guntur	Maize	-	2010-11	Kharif	968
AP	Guntur	Maize	-	2010-11	Rabi	1144
AP	Guntur	Mesta	-	2008-09	-	1295
AP	Guntur	Mesta	-	2008-09	Kharif	1295
AP	Guntur	Mesta	-	2009-10	-	
AP	Guntur	Mesta	-	2009-10	Kharif	
AP	Guntur	Mesta	-	2010-11	-	2326
AP	Guntur	Mesta	-	2010-11	Kharif	2326
AP	Guntur	Paddy	-	2008-09	-	1200
AP	Guntur	Paddy	-	2008-09	Kharif	1270
AP	Guntur	Paddy	-	2008-09	Rabi	840
AP	Guntur	Paddy	-	2009-10	-	1329
AP	Guntur	Paddy	-	2009-10	Kharif	1458
AP	Guntur	Paddy	-	2009-10	Rabi	1100
AP	Guntur	Paddy	-	2010-11	-	1101
AP	Guntur	Paddy	-	2010-11	Kharif	1142
AP	Guntur	Paddy	-	2010-11	Rabi	970
AP	Guntur	Ragi	-	2008-09	-	
AP	Guntur	Ragi	-	2008-09	Kharif	
AP	Guntur	Ragi	-	2008-09	Rabi	
AP	Guntur	Ragi	-	2009-10	-	
AP	Guntur	Ragi	-	2009-10	Kharif	
AP	Guntur	Ragi	-	2009-10	Rabi	
AP	Guntur	Ragi	-	2010-11	-	
AP	Guntur	Ragi	-	2010-11	Kharif	
AP	Guntur	Ragi	-	2010-11	Rabi	
AP	Guntur	Sesamum	-	2008-09	-	2794
AP	Guntur	Sesamum	-	2008-09	Kharif	2794
AP	Guntur	Sesamum	-	2008-09	Rabi	
AP	Guntur	Sesamum	-	2009-10	-	3050
AP	Guntur	Sesamum	-	2009-10	Kharif	3050
AP	Guntur	Sesamum	-	2009-10	Rabi	
AP	Guntur	Sesamum	-	2010-11	-	3881
AP	Guntur	Sesamum	-	2010-11	Kharif	3949
AP	Guntur	Sesamum	-	2010-11	Rabi	3527
AP	Guntur	Sugar Raw	-	2008-09	-	1425
AP	Guntur	Sugar Raw	-	2008-09	Kharif	1425
AP	Guntur	Sugar Raw	-	2009-10	-	1546
AP	Guntur	Sugar Raw	-	2009-10	Kharif	1546
AP	Guntur	Sugar Raw	-	2010-11	-	2010
AP	Guntur	Sugar Raw	-	2010-11	Kharif	2010
AP	Guntur	Tobacco	-	2008-09	-	12406
AP	Guntur	Tobacco	-	2008-09	Rabi	12406
AP	Guntur	Tobacco	-	2009-10	-	10556
AP	Guntur	Tobacco	-	2010-11	-	11333
AP	Guntur	Tobacco	-	2010-11	Rabi	11333
AP	Guntur	Tur Arhar	-	2008-09	-	2990
AP	Guntur	Tur Arhar	-	2008-09	Kharif	2990
AP	Guntur	Tur Arhar	-	2009-10	-	3814
AP	Guntur	Tur Arhar	-	2009-10	Kharif	3830
AP	Guntur	Tur Arhar	-	2009-10	Rabi	3616
AP	Guntur	Tur Arhar	-	2010-11	-	3512
AP	Guntur	Tur Arhar	-	2010-11	Kharif	3519
AP	Guntur	Tur Arhar	-	2010-11	Rabi	3314
AP	Guntur	Turmeric	-	2008-09	-	4722
AP	Guntur	Turmeric	-	2008-09	Kharif	4722
AP	Guntur	Turmeric	-	2009-10	-	12863
AP	Guntur	Turmeric	-	2009-10	Kharif	12863
AP	Guntur	Turmeric	-	2010-11	-	6758
AP	Guntur	Turmeric	-	2010-11	Kharif	6758
AP	Kadapa	Bajra	-	2008-09	-	1317
AP	Kadapa	Bajra	-	2008-09	Kharif	845
AP	Kadapa	Bajra	-	2008-09	Rabi	1741
AP	Kadapa	Bajra	-	2009-10	-	833
AP	Kadapa	Bajra	-	2009-10	Kharif	758
AP	Kadapa	Bajra	-	2009-10	Rabi	950
AP	Kadapa	Bajra	-	2010-11	-	879
AP	Kadapa	Bajra	-	2010-11	Kharif	882
AP	Kadapa	Bajra	-	2010-11	Rabi	876
AP	Kadapa	CasterSeed	-	2008-09	-	2234
AP	Kadapa	CasterSeed	-	2008-09	Kharif	2234
AP	Kadapa	CasterSeed	-	2009-10	-	2400
AP	Kadapa	CasterSeed	-	2009-10	Kharif	2400
AP	Kadapa	CasterSeed	-	2010-11	-	3761
AP	Kadapa	CasterSeed	-	2010-11	Kharif	3761
AP	Kadapa	CasterSeed	-	2010-11	Rabi	
AP	Kadapa	Chilly	-	2008-09	Rabi	5370
AP	Kadapa	Chilly	Dry	2008-09	-	4455
AP	Kadapa	Chilly	Dry	2008-09	Kharif	4408
AP	Kadapa	Chilly	Dry	2009-10	-	5219
AP	Kadapa	Chilly	Dry	2009-10	Kharif	5243
AP	Kadapa	Chilly	Dry	2009-10	Rabi	4833
AP	Kadapa	Chilly	Dry	2010-11	-	7974
AP	Kadapa	Chilly	Dry	2010-11	Kharif	7974
AP	Kadapa	Chilly	Dry	2010-11	Rabi	
AP	Kadapa	Cotton	-	2008-09	-	2755
AP	Kadapa	Cotton	-	2008-09	Kharif	2755
AP	Kadapa	Cotton	-	2009-10	-	2742
AP	Kadapa	Cotton	-	2009-10	Kharif	2742
AP	Kadapa	Cotton	-	2010-11	-	3258
AP	Kadapa	Cotton	-	2010-11	Kharif	3258
AP	Kadapa	Gram	-	2008-09	-	2178
AP	Kadapa	Gram	-	2008-09	Rabi	2178
AP	Kadapa	Gram	-	2009-10	-	2132
AP	Kadapa	Gram	-	2009-10	Rabi	2132
AP	Kadapa	Gram	-	2010-11	-	2452
AP	Kadapa	Gram	-	2010-11	Rabi	2452
AP	Kadapa	Ground Nut	-	2008-09	-	2413
AP	Kadapa	Ground Nut	-	2008-09	Kharif	2126
AP	Kadapa	Ground Nut	-	2008-09	Rabi	2640
AP	Kadapa	Ground Nut	-	2009-10	-	2519
AP	Kadapa	Ground Nut	-	2009-10	Kharif	2252
AP	Kadapa	Ground Nut	-	2009-10	Rabi	2680
AP	Kadapa	Ground Nut	-	2010-11	-	2855
AP	Kadapa	Ground Nut	-	2010-11	Kharif	2457
AP	Kadapa	Ground Nut	-	2010-11	Rabi	3524
AP	Kadapa	Jowar	-	2008-09	-	817
AP	Kadapa	Jowar	-	2008-09	Kharif	920
AP	Kadapa	Jowar	-	2008-09	Rabi	785
AP	Kadapa	Jowar	-	2009-10	-	953
AP	Kadapa	Jowar	-	2009-10	Kharif	956
AP	Kadapa	Jowar	-	2009-10	Rabi	945
AP	Kadapa	Jowar	-	2010-11	-	1430
AP	Kadapa	Jowar	-	2010-11	Kharif	1318
AP	Kadapa	Jowar	-	2010-11	Rabi	1461
AP	Kadapa	Maize	-	2008-09	-	781
AP	Kadapa	Maize	-	2008-09	Kharif	874
AP	Kadapa	Maize	-	2008-09	Rabi	759
AP	Kadapa	Maize	-	2009-10	-	881
AP	Kadapa	Maize	-	2009-10	Kharif	874
AP	Kadapa	Maize	-	2009-10	Rabi	884
AP	Kadapa	Maize	-	2010-11	-	973
AP	Kadapa	Maize	-	2010-11	Kharif	914
AP	Kadapa	Maize	-	2010-11	Rabi	987
AP	Kadapa	Mesta	-	2008-09	-	
AP	Kadapa	Mesta	-	2008-09	Kharif	
AP	Kadapa	Mesta	-	2009-10	-	
AP	Kadapa	Mesta	-	2009-10	Kharif	
AP	Kadapa	Mesta	-	2010-11	-	
AP	Kadapa	Mesta	-	2010-11	Kharif	
AP	Kadapa	Paddy	-	2008-09	-	1156
AP	Kadapa	Paddy	-	2008-09	Kharif	1240
AP	Kadapa	Paddy	-	2008-09	Rabi	979
AP	Kadapa	Paddy	-	2009-10	-	1395
AP	Kadapa	Paddy	-	2009-10	Kharif	1420
AP	Kadapa	Paddy	-	2009-10	Rabi	1283
AP	Kadapa	Paddy	-	2010-11	-	1022
AP	Kadapa	Paddy	-	2010-11	Kharif	1018
AP	Kadapa	Paddy	-	2010-11	Rabi	1028
AP	Kadapa	Ragi	-	2008-09	-	939
AP	Kadapa	Ragi	-	2008-09	Kharif	
AP	Kadapa	Ragi	-	2008-09	Rabi	939
AP	Kadapa	Ragi	-	2009-10	-	1075
AP	Kadapa	Ragi	-	2009-10	Kharif	
AP	Kadapa	Ragi	-	2009-10	Rabi	1075
AP	Kadapa	Ragi	-	2010-11	-	1411
AP	Kadapa	Ragi	-	2010-11	Kharif	
AP	Kadapa	Ragi	-	2010-11	Rabi	1411
AP	Kadapa	Sesamum	-	2008-09	-	3655
AP	Kadapa	Sesamum	-	2008-09	Kharif	
AP	Kadapa	Sesamum	-	2008-09	Rabi	3655
AP	Kadapa	Sesamum	-	2009-10	-	3630
AP	Kadapa	Sesamum	-	2009-10	Kharif	
AP	Kadapa	Sesamum	-	2009-10	Rabi	3630
AP	Kadapa	Sesamum	-	2010-11	-	4207
AP	Kadapa	Sesamum	-	2010-11	Kharif	
AP	Kadapa	Sesamum	-	2010-11	Rabi	4207
AP	Kadapa	Sugar Raw	-	2008-09	-	2437
AP	Kadapa	Sugar Raw	-	2008-09	Kharif	2437
AP	Kadapa	Sugar Raw	-	2009-10	-	2500
AP	Kadapa	Sugar Raw	-	2009-10	Kharif	2500
AP	Kadapa	Sugar Raw	-	2010-11	-	2238
AP	Kadapa	Sugar Raw	-	2010-11	Kharif	2238
AP	Kadapa	Tobacco	-	2008-09	-	9813
AP	Kadapa	Tobacco	-	2008-09	Rabi	9813
AP	Kadapa	Tobacco	-	2009-10	-	4123
AP	Kadapa	Tobacco	-	2010-11	-	5291
AP	Kadapa	Tobacco	-	2010-11	Rabi	5291
AP	Kadapa	Tur Arhar	-	2008-09	-	2661
AP	Kadapa	Tur Arhar	-	2008-09	Kharif	2661
AP	Kadapa	Tur Arhar	-	2009-10	-	3398
AP	Kadapa	Tur Arhar	-	2009-10	Kharif	3395
AP	Kadapa	Tur Arhar	-	2009-10	Rabi	3616
AP	Kadapa	Tur Arhar	-	2010-11	-	2946
AP	Kadapa	Tur Arhar	-	2010-11	Kharif	2946
AP	Kadapa	Tur Arhar	-	2010-11	Rabi	
AP	Kadapa	Turmeric	-	2008-09	-	4455
AP	Kadapa	Turmeric	-	2008-09	Kharif	4455
AP	Kadapa	Turmeric	-	2009-10	-	10441
AP	Kadapa	Turmeric	-	2009-10	Kharif	10441
AP	Kadapa	Turmeric	-	2010-11	-	9094
AP	Kadapa	Turmeric	-	2010-11	Kharif	9094
AP	Karimnagar	Bajra	-	2008-09	-	
AP	Karimnagar	Bajra	-	2008-09	Kharif	
AP	Karimnagar	Bajra	-	2008-09	Rabi	
AP	Karimnagar	Bajra	-	2009-10	-	928
AP	Karimnagar	Bajra	-	2009-10	Kharif	
AP	Karimnagar	Bajra	-	2009-10	Rabi	928
AP	Karimnagar	Bajra	-	2010-11	-	3526
AP	Karimnagar	Bajra	-	2010-11	Kharif	
AP	Karimnagar	Bajra	-	2010-11	Rabi	3526
AP	Karimnagar	CasterSeed	-	2008-09	-	2121
AP	Karimnagar	CasterSeed	-	2008-09	Kharif	2121
AP	Karimnagar	CasterSeed	-	2009-10	-	
AP	Karimnagar	CasterSeed	-	2009-10	Kharif	
AP	Karimnagar	CasterSeed	-	2010-11	-	
AP	Karimnagar	CasterSeed	-	2010-11	Kharif	
AP	Karimnagar	CasterSeed	-	2010-11	Rabi	
AP	Karimnagar	Chilly	-	2008-09	Rabi	
AP	Karimnagar	Chilly	Dry	2008-09	-	5743
AP	Karimnagar	Chilly	Dry	2008-09	Kharif	5743
AP	Karimnagar	Chilly	Dry	2009-10	-	5693
AP	Karimnagar	Chilly	Dry	2009-10	Kharif	5693
AP	Karimnagar	Chilly	Dry	2009-10	Rabi	
AP	Karimnagar	Chilly	Dry	2010-11	-	8987
AP	Karimnagar	Chilly	Dry	2010-11	Kharif	8987
AP	Karimnagar	Chilly	Dry	2010-11	Rabi	
AP	Karimnagar	Cotton	-	2008-09	-	2837
AP	Karimnagar	Cotton	-	2008-09	Kharif	2837
AP	Karimnagar	Cotton	-	2009-10	-	3027
AP	Karimnagar	Cotton	-	2009-10	Kharif	3027
AP	Karimnagar	Cotton	-	2010-11	-	3871
AP	Karimnagar	Cotton	-	2010-11	Kharif	3871
AP	Karimnagar	Gram	-	2008-09	-	2143
AP	Karimnagar	Gram	-	2008-09	Rabi	2143
AP	Karimnagar	Gram	-	2009-10	-	2217
AP	Karimnagar	Gram	-	2009-10	Rabi	2217
AP	Karimnagar	Gram	-	2010-11	-	2592
AP	Karimnagar	Gram	-	2010-11	Rabi	2592
AP	Karimnagar	Ground Nut	-	2008-09	-	2402
AP	Karimnagar	Ground Nut	-	2008-09	Kharif	2157
AP	Karimnagar	Ground Nut	-	2008-09	Rabi	2408
AP	Karimnagar	Ground Nut	-	2009-10	-	2593
AP	Karimnagar	Ground Nut	-	2009-10	Kharif	2169
AP	Karimnagar	Ground Nut	-	2009-10	Rabi	2606
AP	Karimnagar	Ground Nut	-	2010-11	-	3645
AP	Karimnagar	Ground Nut	-	2010-11	Kharif	3098
AP	Karimnagar	Ground Nut	-	2010-11	Rabi	3651
AP	Karimnagar	Jowar	-	2008-09	-	
AP	Karimnagar	Jowar	-	2008-09	Kharif	
AP	Karimnagar	Jowar	-	2008-09	Rabi	
AP	Karimnagar	Jowar	-	2009-10	-	898
AP	Karimnagar	Jowar	-	2009-10	Kharif	
AP	Karimnagar	Jowar	-	2009-10	Rabi	898
AP	Karimnagar	Jowar	-	2010-11	-	1165
AP	Karimnagar	Jowar	-	2010-11	Kharif	
AP	Karimnagar	Jowar	-	2010-11	Rabi	1165
AP	Karimnagar	Maize	-	2008-09	-	771
AP	Karimnagar	Maize	-	2008-09	Kharif	796
AP	Karimnagar	Maize	-	2008-09	Rabi	742
AP	Karimnagar	Maize	-	2009-10	-	828
AP	Karimnagar	Maize	-	2009-10	Kharif	824
AP	Karimnagar	Maize	-	2009-10	Rabi	832
AP	Karimnagar	Maize	-	2010-11	-	990
AP	Karimnagar	Maize	-	2010-11	Kharif	914
AP	Karimnagar	Maize	-	2010-11	Rabi	1110
AP	Karimnagar	Mesta	-	2008-09	-	
AP	Karimnagar	Mesta	-	2008-09	Kharif	
AP	Karimnagar	Mesta	-	2009-10	-	
AP	Karimnagar	Mesta	-	2009-10	Kharif	
AP	Karimnagar	Mesta	-	2010-11	-	
AP	Karimnagar	Mesta	-	2010-11	Kharif	
AP	Karimnagar	Paddy	-	2008-09	-	895
AP	Karimnagar	Paddy	-	2008-09	Kharif	922
AP	Karimnagar	Paddy	-	2008-09	Rabi	871
AP	Karimnagar	Paddy	-	2009-10	-	996
AP	Karimnagar	Paddy	-	2009-10	Kharif	992
AP	Karimnagar	Paddy	-	2009-10	Rabi	1001
AP	Karimnagar	Paddy	-	2010-11	-	982
AP	Karimnagar	Paddy	-	2010-11	Kharif	989
AP	Karimnagar	Paddy	-	2010-11	Rabi	977
AP	Karimnagar	Ragi	-	2008-09	-	
AP	Karimnagar	Ragi	-	2008-09	Kharif	
AP	Karimnagar	Ragi	-	2008-09	Rabi	
AP	Karimnagar	Ragi	-	2009-10	-	
AP	Karimnagar	Ragi	-	2009-10	Kharif	
AP	Karimnagar	Ragi	-	2009-10	Rabi	
AP	Karimnagar	Ragi	-	2010-11	-	
AP	Karimnagar	Ragi	-	2010-11	Kharif	
AP	Karimnagar	Ragi	-	2010-11	Rabi	
AP	Karimnagar	Sesamum	-	2008-09	-	3655
AP	Karimnagar	Sesamum	-	2008-09	Kharif	
AP	Karimnagar	Sesamum	-	2008-09	Rabi	3655
AP	Karimnagar	Sesamum	-	2009-10	-	4487
AP	Karimnagar	Sesamum	-	2009-10	Kharif	
AP	Karimnagar	Sesamum	-	2009-10	Rabi	4487
AP	Karimnagar	Sesamum	-	2010-11	-	3908
AP	Karimnagar	Sesamum	-	2010-11	Kharif	
AP	Karimnagar	Sesamum	-	2010-11	Rabi	3908
AP	Karimnagar	Sugar Raw	-	2008-09	-	1301
AP	Karimnagar	Sugar Raw	-	2008-09	Kharif	1301
AP	Karimnagar	Sugar Raw	-	2009-10	-	2200
AP	Karimnagar	Sugar Raw	-	2009-10	Kharif	2200
AP	Karimnagar	Sugar Raw	-	2010-11	-	2069
AP	Karimnagar	Sugar Raw	-	2010-11	Kharif	2069
AP	Karimnagar	Tobacco	-	2008-09	-	9813
AP	Karimnagar	Tobacco	-	2008-09	Rabi	9813
AP	Karimnagar	Tobacco	-	2009-10	-	4123
AP	Karimnagar	Tobacco	-	2010-11	-	5291
AP	Karimnagar	Tobacco	-	2010-11	Rabi	5291
AP	Karimnagar	Tur Arhar	-	2008-09	-	2820
AP	Karimnagar	Tur Arhar	-	2008-09	Kharif	2820
AP	Karimnagar	Tur Arhar	-	2009-10	-	3285
AP	Karimnagar	Tur Arhar	-	2009-10	Kharif	3234
AP	Karimnagar	Tur Arhar	-	2009-10	Rabi	3616
AP	Karimnagar	Tur Arhar	-	2010-11	-	3172
AP	Karimnagar	Tur Arhar	-	2010-11	Kharif	3172
AP	Karimnagar	Tur Arhar	-	2010-11	Rabi	
AP	Karimnagar	Turmeric	-	2008-09	-	3703
AP	Karimnagar	Turmeric	-	2008-09	Kharif	3703
AP	Karimnagar	Turmeric	-	2009-10	-	8171
AP	Karimnagar	Turmeric	-	2009-10	Kharif	8171
AP	Karimnagar	Turmeric	-	2010-11	-	11978
AP	Karimnagar	Turmeric	-	2010-11	Kharif	11978
AP	Khammam	Bajra	-	2008-09	-	
AP	Khammam	Bajra	-	2008-09	Kharif	
AP	Khammam	Bajra	-	2008-09	Rabi	
AP	Khammam	Bajra	-	2009-10	-	
AP	Khammam	Bajra	-	2009-10	Kharif	
AP	Khammam	Bajra	-	2009-10	Rabi	
AP	Khammam	Bajra	-	2010-11	-	
AP	Khammam	Bajra	-	2010-11	Kharif	
AP	Khammam	Bajra	-	2010-11	Rabi	
AP	Khammam	CasterSeed	-	2008-09	-	
AP	Khammam	CasterSeed	-	2008-09	Kharif	
AP	Khammam	CasterSeed	-	2009-10	-	
AP	Khammam	CasterSeed	-	2009-10	Kharif	
AP	Khammam	CasterSeed	-	2010-11	-	
AP	Khammam	CasterSeed	-	2010-11	Kharif	
AP	Khammam	CasterSeed	-	2010-11	Rabi	
AP	Khammam	Chilly	-	2008-09	Rabi	4483
AP	Khammam	Chilly	Dry	2008-09	-	4886
AP	Khammam	Chilly	Dry	2008-09	Kharif	5117
AP	Khammam	Chilly	Dry	2009-10	-	4865
AP	Khammam	Chilly	Dry	2009-10	Kharif	5005
AP	Khammam	Chilly	Dry	2009-10	Rabi	4571
AP	Khammam	Chilly	Dry	2010-11	-	8115
AP	Khammam	Chilly	Dry	2010-11	Kharif	8371
AP	Khammam	Chilly	Dry	2010-11	Rabi	7271
